weightclass,Weight In Kg,Average Submissions Attempted Per 15 Minutes,Average Takedowns Landed Per 15 Minutes,Date Of Birth,Draws,Height Cm,Losses,Name,Nickname,Reach In Cm,Significant Strike Defence,Significant Strikes Absorbed Per Minute,Significant Strikes Landed Per Minute,Significant Striking Accuracy,Stance,Takedown Accuracy,Takedown Defense,Wins
Featherweight (61.3–65.8 kg),65.77,0,0,8/28/1985,0,175.26,1,Thanh Le,,187.96,70,1.82,1.97,40,Orthodox,0,100,6
Light Heavyweight (84.0–93.0 kg),83.91,0,0,8/7/1988,0,175.26,1,Adam Yandiev,,187.96,36,6.14,0.18,8,Orthodox,0,25,9
Welterweight (70.4–77.1 kg),70.31,0,2.1,1/7/1984,0,175.26,6,Caros Fodor,"""The Future""",187.96,54,2.83,2.76,54,Orthodox,25,50,11
Heavyweight (>=93.1 kg),120.2,0,0,6/14/1986,0,175.26,8,Chris Barnett,"""Beastboy""",190.5,40,5.87,4.41,48,Orthodox,0,33,23
Welterweight (70.4–77.1 kg),70.31,0.3,0.35,7/30/1993,0,175.26,4,Devonte Smith,"""King Kage""",193.04,49,3.91,4.55,53,Orthodox,25,85,11
Light Heavyweight (84.0–93.0 kg),85.28,0,0,,0,177.8,1,Wes Albritton,,,0,0,0,0,Orthodox,0,0,0
Light Heavyweight (84.0–93.0 kg),83.91,0,0,8/18/1975,0,177.8,1,Jason Thacker,,,32,17.05,0.63,33,Orthodox,0,0,0
Light Heavyweight (84.0–93.0 kg),83.91,0,0,,0,177.8,1,Paul Herrera,,,0,0,0,0,Orthodox,0,0,1
Heavyweight (>=93.1 kg),95.25,0,0,,0,177.8,1,Scott Morris,,,0,0,0,0,Orthodox,0,0,2
Middleweight (77.2–83.9 kg),77.11,0,2.5,12/2/1977,0,177.8,1,Romie Aram,,,50,2.83,1.8,35,Orthodox,62,83,7
Light Heavyweight (84.0–93.0 kg),90.26,0,0,,0,177.8,2,Royce Alger,,,0,0,0,0,Orthodox,0,0,3
Middleweight (77.2–83.9 kg),77.11,0,0,,0,177.8,2,Stevie Lynch,"""Smiling Assassin""",,41,7.06,2.47,25,Orthodox,0,0,5
Featherweight (61.3–65.8 kg),65.77,0,0,5/27/1987,0,177.8,2,Alex Enlund,,,0,0,0,0,Orthodox,0,0,14
Light Heavyweight (84.0–93.0 kg),88.45,0,0,,0,177.8,3,Rudyard Moncayo,,,0,0,0,0,Orthodox,0,0,0
Heavyweight (>=93.1 kg),97.52,0,0,,0,177.8,3,Steve Jennum,,,0,0,0,0,Orthodox,0,0,2
Middleweight (77.2–83.9 kg),77.11,0,0,12/17/1981,0,177.8,3,Jason Tan,,,18,7.37,0.69,29,Orthodox,0,0,5
Middleweight (77.2–83.9 kg),77.11,0,2,9/19/1987,0,177.8,3,Lewis Gonzalez,"""""Lethal""""",,41,1.87,1.4,37,Orthodox,33,62,11
Featherweight (61.3–65.8 kg),65.77,0,0,1/16/1993,0,177.8,4,Chris Avila,,,48,4.17,2.37,30,Orthodox,0,46,5
Featherweight (61.3–65.8 kg),65.77,0,2,5/29/1988,0,177.8,4,Alex Torres,"""Rolo""",,69,2.73,2.47,37,Orthodox,22,50,5
Heavyweight (>=93.1 kg),109.77,0,0,,0,177.8,4,Neil Wain,"""Old Skool""",,43,8.57,2.64,50,Orthodox,0,50,13
Light Heavyweight (84.0–93.0 kg),83.91,0,0,4/23/1980,0,177.8,4,Josh Bryant,"""The Beast""",,43,6.1,1.1,20,Orthodox,0,0,15
Middleweight (77.2–83.9 kg),77.11,0,1.52,9/19/1982,0,177.8,5,Jeremy Jackson,,,25,2.03,0.71,27,Orthodox,40,58,9
Middleweight (77.2–83.9 kg),77.11,0,3.5,11/21/1988,0,177.8,5,Jorge Lopez,,,50,2.57,2.47,59,Orthodox,41,81,11
Featherweight (61.3–65.8 kg),65.77,0,1.69,9/14/1988,0,177.8,5,Alan Omer,,,64,2.21,3.49,55,Orthodox,42,66,20
Light Heavyweight (84.0–93.0 kg),83.91,0,0,2/14/1978,0,177.8,6,Steve Vigneault,"""Lion Heart""",,44,5.75,2.19,28,Orthodox,0,100,12
Middleweight (77.2–83.9 kg),77.11,0.4,1.94,11/3/1981,0,177.8,6,Steve Bruno,"""Hollywood""",,36,3.38,0.96,52,Orthodox,25,46,15
Welterweight (70.4–77.1 kg),70.31,0,4.23,8/2/1968,0,177.8,7,Jeff Cox,"""The Grinder""",,33,1.69,0.56,25,Orthodox,50,80,10
Welterweight (70.4–77.1 kg),70.31,0,7.32,1/31/1987,0,177.8,7,Aaron Wilkinson,"""The Daywalker""",,100,0,0,0,Orthodox,100,0,11
Featherweight (61.3–65.8 kg),65.77,0,0,10/20/1986,0,177.8,7,Paul Redmond,"""Redser""",,41,2.99,0.72,34,Orthodox,0,50,12
Welterweight (70.4–77.1 kg),70.31,0,0,10/10/1989,0,177.8,7,Marcin Bandel,"""Bomba""",,23,5.26,0.79,50,Orthodox,0,0,15
Heavyweight (>=93.1 kg),95.25,0,0,4/15/1967,0,177.8,8,Enson Inoue,,,30,1.88,1.7,63,Orthodox,0,33,12
Welterweight (70.4–77.1 kg),70.31,0,2.04,8/29/1977,0,177.8,8,Gabe Ruediger,"""Godzilla""",,41,5.16,1.7,31,Orthodox,11,28,18
Middleweight (77.2–83.9 kg),77.11,0,0.72,7/13/1969,0,177.8,8,Dave Strasser,,,59,1.88,3.04,45,Orthodox,33,33,25
Middleweight (77.2–83.9 kg),77.11,0,3.31,3/16/1981,0,177.8,9,James Terry,"""Intensity""",,64,4.77,3.23,32,Orthodox,36,75,19
Welterweight (70.4–77.1 kg),70.31,0,0,,0,177.8,10,David Lee,,,42,3.31,1.49,50,Orthodox,0,50,12
Light Heavyweight (84.0–93.0 kg),83.91,0,0.72,7/14/1974,0,177.8,11,Falaniko Vitale,"""Niko""",,47,3.68,1.88,49,Orthodox,33,86,30
Welterweight (70.4–77.1 kg),70.31,0,0,3/11/1992,0,177.8,1,Achilles Estremadura,,172.72,70,3.27,3.2,43,Orthodox,0,0,7
Featherweight (61.3–65.8 kg),65.77,0.3,0.33,12/12/1985,0,177.8,8,Tristan Connelly,"""Boondock""",172.72,50,2.96,3.31,51,Orthodox,14,60,14
Featherweight (61.3–65.8 kg),65.77,0,0,12/18/1994,0,177.8,1,Luis Pajuelo,"""Corazon de Leon""",175.26,62,5.11,9.15,61,Orthodox,0,66,8
Welterweight (70.4–77.1 kg),70.31,0,0,11/17/1992,0,177.8,2,James Wallace,"""Jesse""",175.26,35,3.41,0.52,28,Orthodox,0,0,5
Featherweight (61.3–65.8 kg),61.23,0,0,5/9/1997,0,177.8,2,Rana Rudra Pratap Singh,,175.26,27,9.05,0,0,Orthodox,0,0,11
Welterweight (70.4–77.1 kg),70.31,0,0,7/9/1993,0,177.8,4,Kolton Englund,,175.26,40,11.54,2.31,25,Orthodox,0,0,9
Welterweight (70.4–77.1 kg),70.31,0,1,8/15/1996,0,177.8,1,Michal Figlak,"""Mad Dog """,177.8,44,4,1.87,29,Orthodox,20,57,8
Featherweight (61.3–65.8 kg),65.77,0,0.43,7/10/1994,0,177.8,3,Austin Lingo,"""Lights Out""",177.8,57,4.86,3.86,37,Orthodox,66,75,9
Featherweight (61.3–65.8 kg),65.77,0,0.5,3/7/1996,0,177.8,3,Bruno Souza,"""The Tiger""",177.8,45,5.3,3.73,39,Orthodox,16,60,10
Featherweight (61.3–65.8 kg),65.77,0,2.49,5/18/1984,0,177.8,5,Jeremy Larsen,,177.8,57,5.75,4.87,48,Orthodox,33,0,8
Welterweight (70.4–77.1 kg),70.31,0,0.98,4/21/1989,0,177.8,6,Mike Breeden,"""Money""",177.8,42,7.28,5.75,45,Orthodox,30,67,11
Middleweight (77.2–83.9 kg),77.11,0.3,0,2/9/1976,0,177.8,6,Chris Clements,"""The Menace""",177.8,44,2.37,3.2,49,Orthodox,0,32,12
Featherweight (61.3–65.8 kg),65.77,0,0.47,10/6/1986,0,177.8,7,Masio Fullen,,177.8,54,3.5,2.46,32,Orthodox,33,69,11
Welterweight (70.4–77.1 kg),70.31,0,4.23,2/9/1981,0,177.8,8,Charlie Brenneman,"""The Spaniard""",177.8,46,1.55,1.52,56,Orthodox,42,72,19
Welterweight (70.4–77.1 kg),70.31,0,0.08,12/7/1982,0,177.8,9,KJ Noons,,177.8,65,3.78,3.68,35,Orthodox,20,68,13
Featherweight (61.3–65.8 kg),65.77,0.3,0.64,12/28/1984,0,177.8,9,Matt Bessette,"""The Mangler""",177.8,58,4.45,4.36,41,Orthodox,28,61,22
Middleweight (77.2–83.9 kg),77.11,0.1,0.43,8/4/1978,0,177.8,14,Duane Ludwig,"""Bang""",177.8,57,3.05,4.62,44,Orthodox,25,59,21
Welterweight (70.4–77.1 kg),70.31,0,2,8/29/1989,0,177.8,1,Joey Gomez,,180.34,50,3.33,3.73,49,Orthodox,28,0,7
Welterweight (70.4–77.1 kg),70.31,0,2,8/29/1989,0,177.8,1,Joey Gomez,"""KO King""",180.34,50,3.33,3.73,49,Orthodox,28,0,7
Welterweight (70.4–77.1 kg),70.31,0,3.63,5/10/1993,0,177.8,1,Chris Duncan,"""The Problem""",180.34,49,3.74,5.08,46,Orthodox,39,100,11
Featherweight (61.3–65.8 kg),65.77,0,0,9/7/1994,0,177.8,3,AJ Cunningham,"""The  Savage""",180.34,54,11.32,7.58,24,Orthodox,0,0,10
Featherweight (61.3–65.8 kg),65.77,0,4.81,2/28/1998,0,177.8,4,Xie Bin,,180.34,59,3.08,2.24,39,Orthodox,45,0,8
Featherweight (61.3–65.8 kg),61.23,0,0.71,3/1/1994,0,177.8,4,Nohelin Hernandez,"""Suave""",180.34,52,2.63,1.32,34,Orthodox,50,37,9
Middleweight (77.2–83.9 kg),77.11,0,1.05,7/23/1986,0,177.8,4,Chad Laprise,"""The Disciple""",180.34,65,3.59,4.78,42,Orthodox,54,78,13
Featherweight (61.3–65.8 kg),65.77,0,0,5/14/1991,0,177.8,5,Alexander Morgan,,180.34,47,2.78,3.71,44,Orthodox,0,0,11
Featherweight (61.3–65.8 kg),65.77,0,5,6/26/1992,0,177.8,5,Emrah Sonmez,,180.34,48,1.73,1.47,46,Orthodox,21,0,14
Welterweight (70.4–77.1 kg),70.31,0,1.55,12/22/1991,0,177.8,7,Austin Hubbard,"""Thud""",180.34,56,3.37,3.83,46,Orthodox,52,63,16
Middleweight (77.2–83.9 kg),77.11,0,2.02,8/20/1984,0,177.8,7,Tommy Speer,"""The Farmboy""",180.34,35,5.12,2.56,51,Orthodox,33,33,21
Middleweight (77.2–83.9 kg),77.11,0.2,0.81,9/15/1991,0,177.8,8,Mike Perry,"""Platinum""",180.34,52,5.16,4.32,47,Orthodox,40,78,14
Featherweight (61.3–65.8 kg),61.23,0.3,1.35,9/11/1987,0,177.8,9,Cody Gibson,"""The Renegade""",180.34,55,4.73,4.75,45,Orthodox,35,64,20
Welterweight (70.4–77.1 kg),70.31,0,2.65,6/6/1979,0,177.8,12,David Bielkheden,,180.34,54,1.64,1.11,57,Orthodox,63,14,24
Welterweight (70.4–77.1 kg),70.31,0,3.06,12/8/2000,0,177.8,0,Nurullo Aliev,"""Tajik Eagle """,182.88,59,0.46,2.5,51,Orthodox,44,0,9
Light Heavyweight (84.0–93.0 kg),83.91,0,12.16,6/6/1996,0,177.8,1,Eli Aronov,,182.88,38,6.49,8.92,68,Orthodox,100,0,6
Light Heavyweight (84.0–93.0 kg),83.91,0,0,11/4/1992,0,177.8,1,Brunno Ferreira,,182.88,47,5.22,5.79,53,Orthodox,0,50,10
Middleweight (77.2–83.9 kg),77.11,0,0,7/3/1992,0,177.8,2,Dean Barry,"""The Sniper""",182.88,51,4.66,9.31,40,Orthodox,0,100,4
Welterweight (70.4–77.1 kg),70.31,0,2.5,12/10/1997,0,177.8,2,Nick Fiore,,182.88,42,7.93,2.83,46,Orthodox,45,71,6
Welterweight (70.4–77.1 kg),70.31,0,0,12/6/1996,0,177.8,2,George Hardwick,,182.88,71,4.6,3.6,38,Orthodox,0,83,12
Welterweight (70.4–77.1 kg),70.31,0.2,3,11/23/1982,0,177.8,3,Vinc Pichel,"""From Hell""",182.88,58,2.5,3.56,47,Orthodox,54,23,14
Flyweight (≤56.7 kg),56.7,0.3,0.87,6/27/1991,0,177.8,3,Nate Maness,"""Mayhem""",182.88,40,4.29,2.33,48,Orthodox,75,78,15
Welterweight (70.4–77.1 kg),70.31,0,0.93,9/27/1997,0,177.8,3,Elves Brener,,182.88,55,5.05,4.64,46,Orthodox,20,85,16
Heavyweight (>=93.1 kg),119.75,0,0,1/9/1995,0,177.8,4,Chandler Cole,,182.88,26,3.59,2.45,60,Orthodox,0,0,10
Middleweight (77.2–83.9 kg),77.11,0,0,9/28/1989,0,177.8,4,Salim Touahri,"""Grizzly""",182.88,58,2.87,2.6,46,Orthodox,0,83,10
Welterweight (70.4–77.1 kg),70.31,0.3,2.08,10/8/1986,0,177.8,4,Will Brooks,"""Ill Will""",182.88,56,2.54,4.26,59,Orthodox,51,82,18
Welterweight (70.4–77.1 kg),70.31,0,0,2/7/1990,0,177.8,5,Chase Gibson,,182.88,52,6.4,3.13,54,Orthodox,0,0,9
Middleweight (77.2–83.9 kg),77.11,0,0.74,6/16/1977,0,177.8,5,Rich Attonito,"""The Raging Bull""",182.88,59,2.13,2.28,47,Orthodox,37,75,10
Light Heavyweight (84.0–93.0 kg),83.91,0,2.64,9/8/1987,0,177.8,5,Chris Dempsey,,182.88,65,2.82,2.25,32,Orthodox,23,16,11
Welterweight (70.4–77.1 kg),70.31,0.3,1.23,2/27/1987,0,177.8,5,Thibault Gouti,"""GT""",182.88,50,5.64,3.68,34,Orthodox,80,83,12
Welterweight (70.4–77.1 kg),70.31,0.2,1.7,6/28/1989,0,177.8,6,Johnny Case,"""Hollywood""",182.88,61,2.66,3.95,38,Orthodox,45,72,22
Featherweight (61.3–65.8 kg),61.23,0.1,0.74,5/8/1990,0,177.8,10,Brandon Davis,"""Killer B""",182.88,58,4.62,4.68,35,Orthodox,42,57,14
Middleweight (77.2–83.9 kg),77.11,0.3,2.53,4/10/1980,0,177.8,16,Joshua Burkman,"""The People's Warrior""",182.88,51,3.13,2.69,43,Orthodox,36,72,28
Welterweight (70.4–77.1 kg),70.31,0,0,11/15/1995,0,177.8,1,Bolaji Oki,"""The Zulu Warrior """,185.42,62,4.34,11.57,53,Orthodox,0,0,8
Featherweight (61.3–65.8 kg),61.23,0,0.62,7/21/1986,0,177.8,2,Joey Gomez,,185.42,55,4.46,2.44,28,Orthodox,100,50,6
Featherweight (61.3–65.8 kg),61.23,0,0.62,7/21/1986,0,177.8,2,Joey Gomez,"""KO King""",185.42,55,4.46,2.44,28,Orthodox,100,50,6
Heavyweight (>=93.1 kg),110.22,0,0,2/20/1988,0,177.8,2,James Mulheron,"""Juggernaut""",185.42,42,3.47,2.4,31,Orthodox,0,25,11
Welterweight (70.4–77.1 kg),70.31,0,0,12/22/1984,0,177.8,3,Michel Quinones,"""Capo""",185.42,48,5.98,2.91,29,Orthodox,0,36,8
Featherweight (61.3–65.8 kg),65.77,0,0,8/6/1991,0,177.8,3,Alejandro Flores,,185.42,54,2.02,3.66,40,Orthodox,0,0,17
Welterweight (70.4–77.1 kg),70.31,0,2.4,6/9/1994,0,177.8,4,Dakota Bush,"""Hairy""",185.42,41,4.42,2.77,38,Orthodox,33,0,8
Featherweight (61.3–65.8 kg),65.77,0.3,2.16,10/31/1988,0,177.8,4,Myles Jury,"""Fury""",185.42,66,2.16,2.94,42,Orthodox,55,50,17
Featherweight (61.3–65.8 kg),65.77,0,0,5/24/1992,0,177.8,5,Jesse Butler,,185.42,40,7.83,2.61,14,Orthodox,0,0,12
Light Heavyweight (84.0–93.0 kg),83.91,0.2,0.89,8/11/1985,0,177.8,6,Abdul Razak Alhassan,,185.42,55,3.99,3.37,48,Orthodox,38,50,12
Welterweight (70.4–77.1 kg),70.31,0,3.29,3/16/1993,0,177.8,7,Marc Diakiese,"""Bonecrusher""",185.42,52,2.64,2.54,40,Orthodox,43,66,17
Heavyweight (>=93.1 kg),104.33,0.3,2.11,7/28/1982,0,177.8,9,Ilir Latifi,"""The Sledgehammer""",185.42,56,2.93,2.05,45,Orthodox,35,100,17
Welterweight (70.4–77.1 kg),70.31,0,1.11,5/18/1989,0,177.8,10,Frank Camacho,"""The Crank""",185.42,51,7.44,6.56,46,Orthodox,31,73,22
Middleweight (77.2–83.9 kg),77.11,0.4,2.46,11/30/1977,0,177.8,11,Josh Koscheck,,185.42,63,2.27,1.79,36,Orthodox,48,64,17
Welterweight (70.4–77.1 kg),70.31,0,3.16,4/26/1995,0,177.8,2,Mason Jones,"""Dragon""",187.96,46,4.94,5.61,44,Orthodox,45,80,11
Middleweight (77.2–83.9 kg),77.11,0.2,2.25,3/18/1993,0,177.8,3,Ange Loosa,"""The Last Ninja""",187.96,51,6.88,6.32,46,Orthodox,45,100,10
Welterweight (70.4–77.1 kg),70.31,0,1,2/3/1991,0,177.8,3,Damir Ismagulov,"""Qazaq""",187.96,61,2.44,3.36,42,Orthodox,28,70,24
Light Heavyweight (84.0–93.0 kg),83.91,0,0,4/6/1988,0,177.8,4,Alen Amedovski,,187.96,46,3.85,0.99,30,Orthodox,0,0,8
Featherweight (61.3–65.8 kg),61.23,0,3.69,12/30/1989,0,177.8,4,Terrence Mitchell,,187.96,41,8.85,2.21,34,Orthodox,50,0,14
Middleweight (77.2–83.9 kg),77.11,0.2,1.25,8/18/1996,0,177.8,4,Ismail Naurdiev,"""The Austrian Wonderboy""",187.96,68,1.3,3.17,52,Orthodox,71,70,19
Middleweight (77.2–83.9 kg),77.11,0,0.14,6/25/1987,0,177.8,6,Sean Spencer,,187.96,60,4.02,4.24,32,Orthodox,33,68,12
Featherweight (61.3–65.8 kg),65.77,0.2,1.96,7/24/1989,0,177.8,7,Jamall Emmers,"""Pretty Boy""",187.96,57,3.79,5.1,48,Orthodox,40,90,20
Middleweight (77.2–83.9 kg),77.11,0,2.95,1/27/1988,0,177.8,9,Dominique Steele,"""“Non-Stop Action-Packed” Dom T. Steele""",187.96,50,2.42,2.32,49,Orthodox,42,76,14
Middleweight (77.2–83.9 kg),77.11,0,0,4/26/1993,0,177.8,3,Carlton Minus,"""Clutch""",190.5,50,4.97,3.5,40,Orthodox,0,58,10
Middleweight (77.2–83.9 kg),77.11,0.3,0.57,8/27/1980,0,177.8,5,Amir Sadollah,,190.5,60,3.55,4.71,46,Orthodox,27,60,6
Light Heavyweight (84.0–93.0 kg),83.91,0,0,7/15/1987,0,177.8,10,Chris Curtis,"""Action-Man""",190.5,54,6.3,5.36,50,Orthodox,0,92,30
Light Heavyweight (84.0–93.0 kg),90.26,0,0,,0,180.34,1,Ernie Verdicia,,,0,0,0,0,Orthodox,0,0,0
Light Heavyweight (84.0–93.0 kg),92.99,0,0,2/6/1965,0,180.34,1,Michael McDonald,"""Mayday""",,50,0.4,0,0,Orthodox,0,0,1
Light Heavyweight (84.0–93.0 kg),83.91,0,0,4/12/1985,0,180.34,1,Antonio Jones,,,42,30,7.5,55,Orthodox,0,0,6
Welterweight (70.4–77.1 kg),70.31,0,0,3/11/1984,0,180.34,1,Sako Chivitchian,"""The Psycho""",,46,4.8,2.4,27,Orthodox,0,100,8
Heavyweight (>=93.1 kg),104.33,0,0,,0,180.34,2,Steve Judson,,,0,0,0,0,Orthodox,0,0,0
Heavyweight (>=93.1 kg),146.51,0,0,4/26/1965,0,180.34,2,Scott Ferrozzo,,,0,0,0,0,Orthodox,0,0,4
Welterweight (70.4–77.1 kg),70.31,0,0,6/5/1976,0,180.34,3,Joey Gilbert,,,31,4.44,0.61,42,Orthodox,0,0,2
Middleweight (77.2–83.9 kg),77.11,0,0,12/17/1980,0,180.34,3,Charlie Ward,"""Relentless""",,53,7.21,1.64,19,Orthodox,0,0,3
Middleweight (77.2–83.9 kg),77.11,0,6.11,5/10/1987,0,180.34,3,Anton Zafir,,,52,2.31,2.99,64,Orthodox,60,0,7
Heavyweight (>=93.1 kg),104.33,0,0,1/31/1983,0,180.34,3,Konstantin Erokhin,"""The Russian Bear""",,47,1.83,1.07,36,Orthodox,0,70,9
Middleweight (77.2–83.9 kg),77.11,0,1.33,3/25/1985,0,180.34,4,Besam Yousef,,,38,3.98,3.14,53,Orthodox,66,50,7
Middleweight (77.2–83.9 kg),77.11,0,0,2/7/1985,0,180.34,4,Albert Cheng,,,71,2.6,1,41,Orthodox,0,0,7
Middleweight (77.2–83.9 kg),77.11,0,1.55,5/20/1988,0,180.34,4,Andreas Stahl,"""Real Steel""",,57,4.74,2.83,37,Orthodox,66,80,10
Light Heavyweight (84.0–93.0 kg),90.26,0,0,2/12/1974,0,180.34,4,Jerry Bohlander,,,0,0,0,0,Orthodox,0,0,11
Light Heavyweight (84.0–93.0 kg),92.99,0,0,12/13/1976,0,180.34,4,Todd Brown,"""Bulldog""",,48,3.85,2.15,45,Orthodox,0,50,16
Middleweight (77.2–83.9 kg),77.11,0,0,,0,180.34,5,Tom Egan,"""The Tank""",,50,3.91,0,0,Orthodox,0,28,7
Welterweight (70.4–77.1 kg),70.31,0,0,5/12/1987,0,180.34,5,Cameron Dollar,"""Money Man""",,61,2.94,5.04,38,Orthodox,0,0,11
Light Heavyweight (84.0–93.0 kg),92.99,0,1,10/8/1978,0,180.34,5,Roger Hollett,"""The Hulk""",,34,6.47,1.83,47,Orthodox,28,30,13
Middleweight (77.2–83.9 kg),77.11,0,0,1/6/1978,0,180.34,5,James Giboo,,,39,7.08,1.2,27,Orthodox,0,0,13
Middleweight (77.2–83.9 kg),77.11,0,0,6/10/1984,0,180.34,6,Frank Lester,"""The Tank""",,53,3.82,2.18,36,Orthodox,0,0,11
Middleweight (77.2–83.9 kg),77.11,0.3,0,2/5/1990,0,180.34,7,Nah-Shon Burrell,"""The Rock n Rolla""",,56,3.45,4.83,47,Orthodox,0,52,15
Light Heavyweight (84.0–93.0 kg),92.99,0,1.88,5/7/1968,0,180.34,9,Ariel Gandulla,,,72,2.07,1.95,23,Orthodox,66,0,7
Light Heavyweight (84.0–93.0 kg),83.91,0,0,11/26/1974,0,180.34,9,John Kolosci,,,50,0.85,0.21,20,Orthodox,0,0,15
Welterweight (70.4–77.1 kg),70.31,0,5.81,,0,180.34,9,Brian Cobb,"""The Bandit""",,55,3.68,0,0,Orthodox,50,0,20
Heavyweight (>=93.1 kg),104.33,0,0,,0,180.34,10,Cal Worsham,,,0,0,0,0,Orthodox,0,0,13
Light Heavyweight (84.0–93.0 kg),83.91,0,0,11/16/1977,0,180.34,10,Delson Heleno,"""Pé De Chumbo""",,19,4.83,0.69,75,Orthodox,0,0,29
Featherweight (61.3–65.8 kg),65.77,0.3,0.27,12/4/1991,0,180.34,7,Max Holloway,"""Blessed""",175.26,59,4.75,7.17,47,Orthodox,53,84,25
Welterweight (70.4–77.1 kg),70.31,0,2,2/25/1997,0,180.34,0,Anthony Romero,,177.8,65,4,5.87,52,Orthodox,22,100,8
Middleweight (77.2–83.9 kg),77.11,0,1.31,6/9/1984,0,180.34,4,Muslim Salikhov,"""King of Kung Fu""",177.8,62,2.91,3.37,51,Orthodox,40,73,19
Welterweight (70.4–77.1 kg),70.31,0,0.13,11/14/1988,0,180.34,4,Justin Gaethje,"""The Highlight""",177.8,53,7.5,7.35,60,Orthodox,25,75,25
Welterweight (70.4–77.1 kg),70.31,0.2,0.29,4/25/1984,0,180.34,6,Paul Felder,"""The Irish Dragon""",177.8,48,3.44,3.7,44,Orthodox,28,64,17
Middleweight (77.2–83.9 kg),77.11,0,2.41,11/3/1992,0,180.34,1,Mitch Ramirez,,180.34,36,4.81,3.69,52,Orthodox,100,0,7
Featherweight (61.3–65.8 kg),65.77,0,5.73,9/16/1992,0,180.34,1,Jeremy Kennedy,"""JBC""",180.34,47,2.58,2.22,46,Orthodox,52,66,11
Light Heavyweight (84.0–93.0 kg),92.99,0,2.77,12/9/1981,0,180.34,2,Stanislav Nedkov,"""Stucky""",180.34,43,5.39,3.33,43,Orthodox,41,0,12
Featherweight (61.3–65.8 kg),65.77,0,0,1/31/1991,0,180.34,2,Lucas Almeida,,180.34,45,5.29,5.29,47,Orthodox,0,40,14
Welterweight (70.4–77.1 kg),70.31,0,2.33,11/23/1985,0,180.34,4,Jason Saggo,,180.34,52,2.94,2.5,39,Orthodox,40,23,12
Welterweight (70.4–77.1 kg),70.31,0,0,11/7/1984,0,180.34,7,Marco Polo Reyes,"""El Toro""",180.34,59,5.52,6,37,Orthodox,0,46,8
Heavyweight (>=93.1 kg),116.57,0,0,1/1/1990,0,180.34,2,Braxton Smith,"""The Beautiful Monster""",182.88,32,11.54,6.46,48,Orthodox,0,100,5
Light Heavyweight (84.0–93.0 kg),92.99,0,0.92,7/29/1981,0,180.34,2,Steve Bosse,"""The Boss""",182.88,50,5.38,5.99,52,Orthodox,33,100,12
Middleweight (77.2–83.9 kg),77.11,0,0.93,8/17/1988,0,180.34,3,Hector Aldana,"""El Charro""",182.88,59,5.08,3.59,38,Orthodox,100,0,4
Middleweight (77.2–83.9 kg),77.11,0,2,11/23/1993,0,180.34,3,Darian Weeks,,182.88,51,4.56,4.49,51,Orthodox,30,100,5
Middleweight (77.2–83.9 kg),77.11,0.2,4.05,2/22/1988,0,180.34,3,Colby Covington,"""Chaos""",182.88,55,3.05,4.1,39,Orthodox,45,72,17
Middleweight (77.2–83.9 kg),77.11,0.2,1.98,7/9/1988,0,180.34,3,Belal Muhammad,"""Remember The Name""",182.88,57,3.64,4.55,43,Orthodox,35,93,23
Welterweight (70.4–77.1 kg),70.31,0,0.69,1/8/1992,0,180.34,4,Guram Kutateladze,"""Georgian Viking""",182.88,56,4.53,4.62,45,Orthodox,18,75,12
Middleweight (77.2–83.9 kg),77.11,0,0,3/28/1987,0,180.34,5,Micheal Gillmore,"""The Gentleman""",182.88,43,3.02,2.04,57,Orthodox,0,50,6
Middleweight (77.2–83.9 kg),77.11,0,0.25,2/12/1988,0,180.34,5,Luke Jumeau,"""The Jedi""",182.88,58,3.17,2.93,43,Orthodox,100,86,13
Middleweight (77.2–83.9 kg),77.11,0.1,0.27,9/3/1986,0,180.34,6,Lorenz Larkin,"""The Monsoon""",182.88,63,2.74,3.53,46,Orthodox,42,79,18
Welterweight (70.4–77.1 kg),70.31,0,4.79,7/19/1992,0,180.34,7,Kazuma Maruyama,,182.88,53,2.23,3.83,41,Orthodox,33,100,11
Middleweight (77.2–83.9 kg),77.11,0.4,0.97,12/22/1986,0,180.34,7,Zak Ottow,"""The Barbarian""",182.88,58,2.73,2.63,36,Orthodox,29,57,17
Featherweight (61.3–65.8 kg),65.77,0.1,0.42,3/26/1988,0,180.34,7,Calvin Kattar,,182.88,54,7.1,5.12,39,Orthodox,29,91,23
Middleweight (77.2–83.9 kg),77.11,0.3,0.34,8/16/1990,0,180.34,9,Alex Morono,"""The Great White""",182.88,58,4.17,5.02,41,Orthodox,22,50,23
Welterweight (70.4–77.1 kg),70.31,0,0,7/7/1989,0,180.34,3,Rodrigo Lidio,,185.42,100,0,0.97,50,Orthodox,0,50,12
Welterweight (70.4–77.1 kg),70.31,0.2,1.62,9/22/1986,0,180.34,3,Elias Silverio,"""Xuxu""",185.42,51,2.97,3.67,49,Orthodox,38,85,13
Featherweight (61.3–65.8 kg),65.77,0,0,7/28/1995,0,180.34,4,Lucas Alexander,"""The Lion""",185.42,71,1.83,5.23,55,Orthodox,0,57,8
Welterweight (70.4–77.1 kg),70.31,0.3,1.75,5/11/1989,0,180.34,4,Frankie Perez,,185.42,54,2.17,1.64,41,Orthodox,41,50,10
Welterweight (70.4–77.1 kg),70.31,0,0.46,10/17/1985,0,180.34,4,Omar Morales,"""Venezuelan Fighter""",185.42,58,3.18,3.42,40,Orthodox,100,63,11
